time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.3999	18.7041	4.91177	3.81583	0.454356	lidar	1.13113	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22007	18.5612	4.86547	3.83266	0.442714	radar	1.34481	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09352	18.4074	4.78777	3.86786	0.457304	lidar	1.9666	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90523	18.2365	4.87206	3.90097	0.480969	radar	7.31705	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65203	18.0938	4.95049	3.89712	0.451202	lidar	2.65185	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49178	17.9424	4.8812	3.91315	0.438057	radar	3.37989	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26584	17.7746	4.94204	3.91969	0.421298	lidar	1.23319	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08367	17.592	4.9923	3.94642	0.434383	radar	2.38152	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90667	17.4735	4.94946	3.949	0.415804	lidar	6.20617	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75825	17.2595	5.00023	3.99262	0.449137	radar	3.17727	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5833	17.0738	5.01112	4.01046	0.444261	lidar	0.0618458	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42281	16.9065	4.94099	4.01864	0.420869	radar	2.05149	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25913	16.734	4.93307	4.03247	0.413696	lidar	0.525868	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.0879	16.5376	4.92424	4.04392	0.397865	radar	5.00925	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93114	16.3078	4.96293	4.07068	0.404151	lidar	2.22639	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77893	16.1308	4.91447	4.07896	0.386249	radar	1.11523	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57649	15.9608	4.94796	4.07236	0.35926	lidar	1.9289	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44473	15.7316	5.0029	4.10785	0.384732	radar	1.89186	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27213	15.5133	5.0468	4.11908	0.37584	lidar	0.836186	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11885	15.32	5.02943	4.12732	0.36246	radar	1.04832	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.908672	15.1004	5.1101	4.12293	0.338165	lidar	2.56276	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.768031	14.9194	5.03912	4.12708	0.318273	radar	2.68016	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.661893	14.7056	5.012	4.1542	0.330105	lidar	0.357918	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.546394	14.4659	5.05715	4.18586	0.351225	radar	1.61524	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.372907	14.2431	5.10566	4.18748	0.334209	lidar	0.969142	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.246615	13.9923	5.19363	4.2174	0.357246	radar	3.00136	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.224883	13.746	5.12242	4.27323	0.397273	lidar	3.68416	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.118359	13.5033	5.16752	4.29849	0.407529	radar	1.04061	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0447813	13.2718	5.21253	4.29572	0.382773	lidar	1.35246	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.160452	13.0531	5.16447	4.30302	0.365509	radar	1.09606	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.171048	12.829	5.07838	4.352	0.399038	lidar	3.4821	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.285842	12.6031	5.03664	4.35538	0.375479	radar	3.41584	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.402694	12.3671	5.05866	4.36243	0.362772	lidar	0.344392	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.520479	12.1581	5.01835	4.3608	0.338302	radar	3.84449	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.599094	11.939	4.99428	4.37751	0.338523	lidar	0.531853	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.718959	11.7106	4.99176	4.37601	0.31618	radar	2.90921	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.908369	11.465	5.07455	4.35079	0.271578	lidar	4.5916	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.00513	11.2404	5.00996	4.35268	0.250997	radar	3.15078	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.17903	11.0114	5.06035	4.33055	0.213926	lidar	2.91193	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.26201	10.767	5.09719	4.3508	0.229418	radar	1.01083	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.39269	10.5121	5.14525	4.34806	0.214033	lidar	1.12122	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.48214	10.2507	5.19494	4.36515	0.224735	radar	1.25297	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.58178	10.04	5.16195	4.36751	0.215918	lidar	2.10883	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.66853	9.81136	5.12689	4.37382	0.208338	radar	0.594348	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.74596	9.59089	5.09585	4.38428	0.20874	lidar	0.795044	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.85576	9.33954	5.15018	4.38775	0.205039	radar	2.63331	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94103	9.04694	5.21354	4.40158	0.208046	lidar	3.99636	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.02479	8.82503	5.15398	4.4027	0.193125	radar	1.94584	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12268	8.5726	5.17635	4.40516	0.185388	lidar	0.23325	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.24888	8.3191	5.21154	4.39517	0.163591	radar	3.09334	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.29896	8.08572	5.17308	4.41355	0.174625	lidar	0.640093	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36175	7.87384	5.10688	4.4215	0.171764	radar	5.48801	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.47563	7.6219	5.14423	4.41478	0.15546	lidar	0.898387	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.63251	7.38831	5.1349	4.38085	0.100431	radar	6.37036	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.73756	7.13124	5.16862	4.37876	0.0927329	lidar	0.46947	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.80229	6.89762	5.15402	4.39266	0.106179	radar	1.44412	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84608	6.68976	5.07954	4.40836	0.117415	lidar	2.31767	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90949	6.46898	5.00226	4.40798	0.100129	radar	4.1011	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96573	6.23226	4.9865	4.41962	0.107032	lidar	0.230952	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08386	5.98511	5.03434	4.40865	0.0906383	radar	3.66	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16792	5.71021	5.088	4.41271	0.0897216	lidar	1.7122	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27659	5.46359	5.08546	4.3956	0.0558251	radar	2.62305	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.37337	5.20131	5.12747	4.39356	0.0506654	lidar	0.689633	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.44396	4.95578	5.13019	4.40217	0.0598969	radar	0.103282	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.55877	4.67668	5.20802	4.39492	0.0493807	lidar	2.34276	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6692	4.42351	5.21462	4.37715	0.0158017	radar	2.56701	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80154	4.15124	5.29005	4.36404	0.00211648	lidar	2.81501	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88477	3.91072	5.28018	4.37013	0.0137023	radar	1.05537	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9566	3.67846	5.24212	4.37476	0.0172758	lidar	0.605635	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.05885	3.47206	5.18205	4.35823	-0.0110139	radar	4.41106	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.14923	3.22755	5.18493	4.35771	-0.0109577	lidar	0.00353715	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26669	2.97162	5.22133	4.34278	-0.0340825	radar	1.02568	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.35604	2.69796	5.26422	4.34622	-0.0284792	lidar	1.21952	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44435	2.44836	5.26601	4.34875	-0.0224332	radar	0.110381	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54881	2.18369	5.30499	4.34688	-0.0222709	lidar	0.659781	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.65922	1.94951	5.2974	4.3256	-0.0612703	radar	4.37957	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77405	1.67618	5.35548	4.32245	-0.0596825	lidar	1.52722	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89881	1.4248	5.38543	4.30632	-0.0819439	radar	0.787862	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95724	1.19191	5.32279	4.31335	-0.0733925	lidar	4.80256	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0535	0.974764	5.2693	4.30868	-0.0739882	radar	1.12238	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11398	0.743593	5.21749	4.31486	-0.0663549	lidar	3.81968	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.20885	0.448948	5.30928	4.31886	-0.0619598	radar	5.13061	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28361	0.209473	5.27993	4.32216	-0.0567664	lidar	1.45324	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39365	-0.0245459	5.25621	4.32171	-0.0451476	radar	30.3671	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46531	-0.261597	5.22684	4.32613	-0.0395603	lidar	1.54639	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58456	-0.446439	5.15568	4.30433	-0.0664587	radar	4.02062	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71988	-0.632224	5.09743	4.28134	-0.0892117	lidar	2.95264	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.8337	-0.863784	5.13722	4.26419	-0.116755	radar	5.69996	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.92975	-1.13015	5.18158	4.27059	-0.102052	lidar	1.22306	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01949	-1.39722	5.22256	4.27813	-0.0883916	radar	2.62464	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.15704	-1.60527	5.19632	4.25935	-0.104791	lidar	1.26418	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.29839	-1.8473	5.28135	4.23543	-0.140368	radar	4.46623	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.40495	-2.09501	5.29226	4.23612	-0.131602	lidar	0.334516	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5551	-2.3005	5.26274	4.21498	-0.147499	radar	3.31754	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.70373	-2.50978	5.2453	4.1958	-0.161043	lidar	0.684657	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.85818	-2.72563	5.25449	4.17586	-0.176563	radar	1.35424	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.9532	-2.98976	5.28464	4.18872	-0.15162	lidar	2.05295	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08233	-3.21349	5.26164	4.18334	-0.146631	radar	0.229091	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.20712	-3.40756	5.21223	4.17034	-0.154488	lidar	1.47942	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.35358	-3.65548	5.25242	4.16581	-0.149551	radar	4.3899	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51036	-3.79609	5.15451	4.13102	-0.182688	lidar	5.27014	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.65417	-4.00688	5.16379	4.11891	-0.188068	radar	0.515695	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81018	-4.23267	5.18686	4.10953	-0.187429	lidar	0.478559	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96108	-4.45151	5.19419	4.10108	-0.185853	radar	0.37021	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.12461	-4.6867	5.23239	4.09385	-0.182622	lidar	1.17569	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26544	-4.88775	5.15644	4.09042	-0.170205	radar	2.49165	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40029	-5.10357	5.15403	4.0887	-0.1627	lidar	0.233598	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54686	-5.27024	5.059	4.07434	-0.166092	radar	3.98729	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.7373	-5.46907	5.08222	4.05312	-0.179994	lidar	1.80519	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89674	-5.66552	5.06817	4.04311	-0.180006	radar	0.335897	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0546	-5.85076	5.05351	4.03063	-0.184123	lidar	0.148877	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19388	-6.00653	4.95361	4.01935	-0.184102	radar	6.17751	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36929	-6.11254	4.87166	3.98157	-0.217049	lidar	4.90384	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54445	-6.29575	4.88366	3.96795	-0.219896	radar	0.940774	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68792	-6.50014	4.89393	3.97135	-0.203867	lidar	0.461735	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.9064	-6.66515	4.95765	3.93903	-0.230299	radar	7.14995	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1096	-6.82943	4.96894	3.91515	-0.243702	lidar	0.73581	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2932	-6.99322	4.98431	3.89815	-0.250079	radar	1.06079	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5232	-7.17303	5.03567	3.87449	-0.261521	lidar	3.71177	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7263	-7.31856	5.03924	3.84997	-0.274703	radar	1.9941	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9728	-7.47986	5.08708	3.82013	-0.29159	lidar	3.71383	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.16	-7.62186	5.04116	3.80403	-0.293164	radar	1.27106	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3135	-7.77154	4.99407	3.80111	-0.281082	lidar	3.01111	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5072	-7.9008	4.95949	3.78111	-0.287742	radar	1.84824	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6884	-8.00441	4.90357	3.75768	-0.298422	lidar	3.12781	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8796	-8.12004	4.82321	3.73711	-0.304505	radar	1.8376	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0949	-8.21091	4.80286	3.70347	-0.324744	lidar	0.899039	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3201	-8.34169	4.8893	3.68416	-0.327566	radar	2.77346	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.525	-8.42164	4.84916	3.65366	-0.343392	lidar	1.96721	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7276	-8.51232	4.77625	3.62852	-0.353047	radar	1.79238	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0066	-8.60113	4.83562	3.58705	-0.377836	lidar	4.49647	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2535	-8.70497	4.89786	3.5634	-0.381624	radar	2.86422	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4768	-8.75075	4.86314	3.52525	-0.402633	lidar	2.15135	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6879	-8.79937	4.76641	3.49045	-0.421462	radar	3.98008	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9198	-8.90224	4.78886	3.47688	-0.413068	lidar	0.741637	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1713	-8.99401	4.88612	3.46085	-0.4044	radar	2.89969	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3993	-9.09833	4.89562	3.45316	-0.390873	lidar	0.502098	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6275	-9.17065	4.8734	3.43343	-0.392075	radar	0.264483	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9133	-9.17079	4.90999	3.37792	-0.429825	lidar	2.42218	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1715	-9.2445	4.94545	3.36096	-0.424271	radar	4.47963	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4406	-9.35168	5.00107	3.35759	-0.40453	lidar	5.18918	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6818	-9.38434	4.94259	3.32625	-0.420579	radar	2.11843	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9422	-9.46307	4.97583	3.31714	-0.407496	lidar	2.06097	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1918	-9.4761	4.94722	3.28229	-0.425495	radar	2.35816	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4439	-9.4703	4.94832	3.24489	-0.442538	lidar	0.625335	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6602	-9.47332	4.88146	3.21572	-0.45321	radar	5.20491	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9448	-9.45795	4.933	3.17614	-0.470375	lidar	1.63987	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1983	-9.51303	4.97051	3.17513	-0.44332	radar	7.71132	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4601	-9.52806	4.98991	3.1556	-0.440311	lidar	0.487514	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7169	-9.51938	4.97913	3.12633	-0.450816	radar	1.71447	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9723	-9.48667	4.98862	3.09275	-0.462269	lidar	0.253893	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2148	-9.45253	4.95607	3.0585	-0.478112	radar	0.773358	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4187	-9.49172	4.89205	3.06224	-0.449975	lidar	2.12289	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6553	-9.47773	4.90173	3.04649	-0.439667	radar	1.69297	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9046	-9.46673	4.90763	3.03038	-0.433479	lidar	0.261633	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1349	-9.42845	4.90621	3.00817	-0.431474	radar	3.96224	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3803	-9.31303	4.92636	2.95422	-0.464998	lidar	3.09374	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6125	-9.24094	4.89574	2.91707	-0.484613	radar	1.20402	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8653	-9.11948	4.93456	2.86714	-0.510881	lidar	1.5219	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.102	-9.02052	4.94477	2.82999	-0.522791	radar	5.05462	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2765	-9.13693	4.78972	2.87991	-0.446177	lidar	14.2846	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5157	-9.09298	4.80498	2.86833	-0.432478	radar	1.57359	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7371	-8.99804	4.80436	2.83552	-0.444012	lidar	0.703738	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9792	-8.91753	4.81955	2.81028	-0.448605	radar	2.45415	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1753	-8.84863	4.77234	2.79103	-0.44575	lidar	1.29173	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4085	-8.76154	4.77687	2.76584	-0.45143	radar	1.91909	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6011	-8.73362	4.70546	2.76559	-0.429141	lidar	1.78491	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7918	-8.59765	4.64923	2.71275	-0.47402	radar	6.61338	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9955	-8.51989	4.62822	2.69681	-0.46625	lidar	0.180229	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2047	-8.41193	4.64947	2.67541	-0.45962	radar	1.94242	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4364	-8.31244	4.67779	2.65775	-0.453993	lidar	1.21841	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6273	-8.19803	4.64915	2.62885	-0.464291	radar	0.943156	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8665	-7.96104	4.78352	2.56464	-0.504702	lidar	6.0884	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0566	-7.81562	4.7499	2.52227	-0.535211	radar	3.88088	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2868	-7.63776	4.82776	2.48714	-0.542811	lidar	2.30062	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4857	-7.4957	4.85197	2.47171	-0.522098	radar	1.49153	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6526	-7.35113	4.81932	2.44531	-0.522795	lidar	0.667959	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.843	-7.19077	4.83739	2.42165	-0.517355	radar	0.870485	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0041	-7.09547	4.75344	2.41482	-0.499585	lidar	1.96538	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1719	-6.91485	4.75553	2.37786	-0.515902	radar	2.05368	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
